serial_number,age_in_years,job_description,marital_status,education_details,has_default,balance_in_account,housing_status,previous_loan,phone_type,date,month_of_year,call_duration,campaign_contacts,days_passed,previous_contact,poutcome_of_campaign
8267,26,admin.,single,secondary,no,96,no,no,cellular,2,jun,696,1,27,2,failure
8268,32,management,married,secondary,no,625,yes,no,cellular,2,jun,352,1,56,2,failure
8269,34,admin.,single,secondary,no,4447,yes,no,cellular,2,jun,159,1,84,2,failure
8270,32,management,divorced,tertiary,no,530,yes,no,cellular,2,jun,118,1,60,1,failure
8271,29,services,married,secondary,no,399,no,no,cellular,2,jun,210,1,-1,0,unknown
8272,46,blue-collar,married,secondary,no,1568,yes,no,cellular,2,jun,310,1,55,6,other
8273,57,blue-collar,married,primary,no,3109,no,no,cellular,2,jun,482,2,-1,0,unknown
8274,41,admin.,married,secondary,no,1021,no,no,cellular,2,jun,224,1,-1,0,unknown
8275,40,technician,married,secondary,no,4298,no,no,cellular,2,jun,221,1,-1,0,unknown
8276,45,technician,divorced,tertiary,no,10768,yes,no,cellular,2,jun,147,3,78,2,failure
8277,28,technician,single,tertiary,no,4987,no,no,cellular,2,jun,924,2,113,21,success
8278,43,services,single,secondary,no,2444,no,yes,cellular,2,jun,130,1,-1,0,unknown
8279,44,blue-collar,married,secondary,no,878,yes,no,cellular,2,jun,130,1,-1,0,unknown
8280,33,technician,divorced,tertiary,no,0,yes,no,cellular,2,jun,72,1,-1,0,unknown
8281,35,blue-collar,married,unknown,no,444,no,no,cellular,2,jun,59,2,-1,0,unknown
8282,54,admin.,single,secondary,no,189,no,no,cellular,2,jun,95,5,-1,0,unknown
8283,37,entrepreneur,married,tertiary,no,189,no,no,cellular,2,jun,253,2,-1,0,unknown
8284,58,technician,married,tertiary,no,12322,no,no,telephone,2,jun,306,2,-1,0,unknown
8285,52,management,married,tertiary,no,0,no,no,cellular,2,jun,77,3,-1,0,unknown
8286,54,management,married,tertiary,no,55,yes,no,cellular,2,jun,112,2,-1,0,unknown
8287,35,management,married,tertiary,no,5367,no,no,cellular,2,jun,80,1,92,1,failure
8288,30,housemaid,married,secondary,no,533,yes,no,cellular,2,jun,212,1,-1,0,unknown
8289,38,blue-collar,married,secondary,no,2467,no,no,cellular,2,jun,192,1,-1,0,unknown
8290,39,management,single,tertiary,no,3797,no,no,cellular,2,jun,96,2,-1,0,unknown
8291,49,management,married,tertiary,no,5887,no,no,cellular,2,jun,181,3,293,2,failure
8292,38,admin.,single,secondary,no,626,no,no,cellular,2,jun,132,4,-1,0,unknown
8293,40,self-employed,single,tertiary,no,2893,no,no,cellular,2,jun,76,3,-1,0,unknown
8294,35,technician,married,tertiary,no,1354,no,no,cellular,2,jun,250,2,-1,0,unknown
8295,30,management,married,tertiary,no,942,no,no,cellular,2,jun,146,2,-1,0,unknown
8296,34,admin.,single,secondary,no,0,yes,no,cellular,2,jun,189,2,-1,0,unknown
8297,34,admin.,married,tertiary,no,21,no,yes,cellular,2,jun,269,1,92,2,failure
8298,35,technician,divorced,secondary,no,2823,yes,no,cellular,2,jun,102,4,96,2,failure
8299,54,management,married,primary,no,2587,no,no,cellular,2,jun,236,2,-1,0,unknown
8300,54,management,married,tertiary,no,446,no,no,cellular,2,jun,122,2,91,8,failure
8301,27,student,single,secondary,no,121,no,no,cellular,2,jun,145,2,-1,0,unknown
8302,56,retired,married,secondary,no,0,no,no,cellular,2,jun,71,3,-1,0,unknown
8303,29,technician,married,secondary,no,23,yes,no,cellular,2,jun,163,1,55,2,failure
8304,52,technician,married,secondary,no,0,no,no,cellular,2,jun,541,3,-1,0,unknown
8305,34,unemployed,married,secondary,no,978,no,no,cellular,3,jun,262,2,71,1,success
8306,60,technician,married,secondary,no,294,no,no,telephone,3,jun,206,4,-1,0,unknown
8307,32,self-employed,married,secondary,no,409,no,no,cellular,3,jun,115,2,86,2,success
8308,30,student,single,secondary,no,155,no,no,cellular,3,jun,206,3,-1,0,unknown
8309,40,student,single,secondary,no,595,yes,no,cellular,3,jun,406,2,-1,0,unknown
8310,54,self-employed,married,tertiary,no,990,no,no,cellular,3,jun,244,2,-1,0,unknown
8311,27,admin.,single,secondary,no,261,yes,yes,cellular,3,jun,592,4,-1,0,unknown
8312,27,technician,single,tertiary,no,200,no,no,cellular,3,jun,508,1,-1,0,unknown
8313,55,entrepreneur,married,secondary,no,27624,no,no,telephone,3,jun,437,1,-1,0,unknown
8314,30,management,married,tertiary,no,2694,no,no,cellular,3,jun,192,1,-1,0,unknown
8315,29,blue-collar,married,secondary,no,15,no,no,cellular,3,jun,136,1,-1,0,unknown
8316,34,management,married,tertiary,no,1870,yes,no,cellular,3,jun,68,1,-1,0,unknown
8317,59,retired,married,primary,no,2632,no,no,cellular,3,jun,123,1,-1,0,unknown
8318,29,management,single,tertiary,no,3846,no,no,cellular,3,jun,313,2,-1,0,unknown
8319,38,housemaid,single,tertiary,no,0,no,no,cellular,3,jun,137,3,-1,0,unknown
8320,42,blue-collar,married,secondary,no,2913,no,no,cellular,3,jun,705,1,195,1,failure
8321,41,blue-collar,married,secondary,no,140,yes,no,cellular,3,jun,96,1,125,2,failure
8322,33,management,divorced,tertiary,no,2240,no,no,cellular,3,jun,198,1,-1,0,unknown
8323,23,technician,single,secondary,no,4545,no,no,cellular,3,jun,200,1,-1,0,unknown
8324,34,technician,married,tertiary,no,127,no,no,cellular,3,jun,117,1,-1,0,unknown
8325,52,management,divorced,tertiary,no,2104,no,no,cellular,3,jun,210,2,-1,0,unknown
8326,44,services,married,secondary,no,332,no,no,cellular,3,jun,171,1,-1,0,unknown
8327,29,blue-collar,married,primary,no,5,no,no,cellular,3,jun,321,1,-1,0,unknown
8328,39,admin.,married,secondary,no,150,no,no,cellular,3,jun,296,4,-1,0,unknown
8329,36,unemployed,married,tertiary,no,7222,yes,no,cellular,3,jun,86,1,-1,0,unknown
8330,31,technician,single,tertiary,no,882,no,no,cellular,3,jun,411,1,-1,0,unknown
8331,60,management,divorced,tertiary,no,366,no,no,cellular,3,jun,593,1,-1,0,unknown
8332,37,management,married,tertiary,no,865,yes,no,cellular,3,jun,101,1,-1,0,unknown
8333,31,student,single,secondary,no,216,no,no,cellular,3,jun,138,1,-1,0,unknown
8334,25,student,single,tertiary,no,1189,no,no,cellular,3,jun,165,1,-1,0,unknown
8335,34,management,married,tertiary,no,3402,no,no,cellular,3,jun,88,2,-1,0,unknown
8336,45,admin.,married,secondary,no,204,yes,no,cellular,3,jun,224,2,-1,0,unknown
8337,39,technician,married,tertiary,no,794,no,no,telephone,3,jun,116,2,121,1,failure
8338,29,management,single,tertiary,no,637,yes,no,cellular,3,jun,340,1,119,1,failure
8339,38,technician,married,tertiary,no,34,no,yes,cellular,3,jun,88,1,-1,0,unknown
8340,55,management,divorced,tertiary,no,2383,no,no,cellular,3,jun,591,2,-1,0,unknown
8341,51,management,single,tertiary,no,102127,no,no,cellular,3,jun,90,1,-1,0,unknown
8342,26,technician,single,secondary,no,1231,yes,no,cellular,3,jun,385,2,96,5,success
8343,33,services,single,tertiary,no,1268,yes,no,cellular,3,jun,2219,1,28,2,failure
8344,45,technician,married,secondary,no,406,yes,no,cellular,3,jun,240,1,307,10,other
8345,32,management,married,tertiary,no,3154,no,no,cellular,3,jun,126,1,44,4,failure
8346,35,management,married,tertiary,no,3109,yes,no,cellular,3,jun,467,1,-1,0,unknown
8347,53,technician,married,tertiary,no,395,no,no,cellular,3,jun,107,1,-1,0,unknown
8348,30,management,single,tertiary,no,3340,no,no,cellular,3,jun,238,3,-1,0,unknown
8349,54,admin.,divorced,secondary,no,200,no,no,cellular,3,jun,170,1,-1,0,unknown
8350,34,management,married,tertiary,no,1047,no,no,cellular,3,jun,342,1,90,7,other
8351,38,technician,married,secondary,no,1442,yes,no,cellular,3,jun,113,1,119,1,failure
8352,57,retired,married,secondary,no,718,no,no,cellular,3,jun,170,1,-1,0,unknown
8353,50,management,married,secondary,no,268,no,no,cellular,3,jun,74,2,90,2,failure
8354,46,technician,single,secondary,no,4367,yes,no,cellular,3,jun,65,1,96,1,failure
8355,56,admin.,married,secondary,no,3554,no,no,cellular,3,jun,151,1,-1,0,unknown
8356,32,services,single,tertiary,no,785,no,no,cellular,3,jun,273,1,-1,0,unknown
8357,39,blue-collar,single,tertiary,no,48,no,no,cellular,3,jun,539,1,-1,0,unknown
8358,28,technician,single,tertiary,no,3623,no,no,cellular,3,jun,138,2,85,1,success
8359,39,management,married,tertiary,no,5142,no,no,cellular,3,jun,157,1,-1,0,unknown
8360,58,management,married,tertiary,no,2261,yes,no,cellular,3,jun,1361,1,391,1,failure
8361,37,technician,married,secondary,no,6384,yes,yes,cellular,3,jun,254,1,96,2,failure
8362,29,self-employed,single,tertiary,no,7752,no,no,cellular,3,jun,180,1,-1,0,unknown
8363,30,admin.,married,tertiary,no,4168,no,no,cellular,3,jun,198,1,-1,0,unknown
8364,42,unemployed,married,tertiary,no,576,no,no,cellular,3,jun,447,2,96,1,success
8365,42,technician,married,tertiary,no,15445,no,no,cellular,3,jun,247,2,-1,0,unknown
8366,44,management,married,tertiary,no,423,no,no,cellular,3,jun,136,6,83,5,success
8367,46,housemaid,married,tertiary,no,184,no,no,cellular,3,jun,167,1,-1,0,unknown
8368,36,technician,married,tertiary,no,1731,yes,no,cellular,3,jun,74,3,-1,0,unknown
8369,33,admin.,single,secondary,no,16,yes,yes,cellular,3,jun,102,1,-1,0,unknown
8370,26,management,single,tertiary,no,2786,no,no,cellular,3,jun,300,2,72,1,success
8371,57,retired,married,secondary,no,5313,no,no,cellular,3,jun,200,1,-1,0,unknown
8372,55,entrepreneur,married,tertiary,no,82,no,no,cellular,3,jun,97,1,-1,0,unknown
8373,30,technician,single,secondary,no,853,no,no,cellular,3,jun,343,1,-1,0,unknown
8374,22,admin.,single,secondary,no,222,no,no,cellular,3,jun,156,3,-1,0,unknown
8375,39,unemployed,married,tertiary,no,201,no,no,cellular,3,jun,699,1,119,1,failure
8376,27,admin.,single,secondary,no,1,no,no,cellular,3,jun,42,1,-1,0,unknown
8377,40,technician,married,secondary,no,694,yes,no,cellular,3,jun,431,2,119,9,failure
8378,34,blue-collar,married,secondary,no,398,yes,no,cellular,3,jun,161,2,-1,0,unknown
8379,41,management,married,tertiary,no,15787,no,yes,cellular,3,jun,175,3,-1,0,unknown
8380,56,retired,married,primary,no,1947,no,no,cellular,3,jun,124,1,34,2,failure
8381,53,technician,married,tertiary,no,2600,no,no,cellular,3,jun,656,1,-1,0,unknown
8382,41,admin.,divorced,secondary,no,1076,yes,no,cellular,3,jun,77,2,391,2,other
8383,25,blue-collar,single,secondary,no,389,no,no,cellular,3,jun,837,1,-1,0,unknown
8384,58,housemaid,married,primary,no,0,no,no,cellular,3,jun,334,3,79,3,other
8385,43,blue-collar,married,primary,no,3917,no,no,cellular,3,jun,725,2,93,1,success
8386,36,technician,divorced,secondary,no,3158,yes,no,cellular,3,jun,144,2,-1,0,unknown
8387,25,management,single,tertiary,no,362,no,no,cellular,3,jun,617,2,-1,0,unknown
8388,39,technician,married,tertiary,no,1293,no,no,cellular,3,jun,140,2,-1,0,unknown
8389,33,management,single,tertiary,no,1439,yes,no,cellular,3,jun,178,2,-1,0,unknown
8390,44,technician,married,tertiary,no,717,no,no,cellular,3,jun,150,2,-1,0,unknown
8391,32,blue-collar,married,secondary,no,889,yes,no,cellular,3,jun,1076,2,85,3,other
8392,55,retired,divorced,secondary,no,2204,no,no,cellular,3,jun,213,1,-1,0,unknown
8393,33,technician,single,secondary,no,781,yes,no,cellular,3,jun,266,1,27,1,failure
8394,38,management,married,tertiary,no,7255,yes,no,cellular,3,jun,78,2,44,2,failure
8395,29,management,single,tertiary,no,1739,yes,no,cellular,3,jun,114,1,-1,0,unknown
8396,40,management,married,tertiary,no,8963,no,no,cellular,3,jun,203,2,-1,0,unknown
8397,22,student,single,secondary,no,4132,no,no,telephone,3,jun,34,2,-1,0,unknown
8398,46,management,married,tertiary,no,946,yes,no,cellular,3,jun,295,4,-1,0,unknown
8399,43,management,divorced,tertiary,no,481,yes,no,cellular,3,jun,187,1,20,1,other
8400,46,admin.,married,secondary,no,15,no,no,telephone,3,jun,218,5,-1,0,unknown
8401,50,management,divorced,tertiary,no,810,no,no,cellular,4,jun,510,3,-1,0,unknown
8402,30,management,single,tertiary,no,596,no,no,cellular,4,jun,125,2,-1,0,unknown
8403,34,technician,married,secondary,no,114,yes,yes,cellular,4,jun,153,1,309,3,other
8404,29,management,single,tertiary,no,2389,no,no,cellular,4,jun,277,3,-1,0,unknown
8405,35,services,married,secondary,no,52,yes,no,cellular,4,jun,328,2,94,4,success
8406,37,management,married,tertiary,no,108,yes,yes,cellular,4,jun,262,2,-1,0,unknown
8407,42,management,married,tertiary,no,2665,yes,no,cellular,4,jun,280,2,126,11,failure
8408,42,admin.,single,secondary,no,684,no,no,cellular,4,jun,207,1,-1,0,unknown
8409,36,unemployed,married,secondary,no,352,yes,no,cellular,4,jun,94,2,-1,0,unknown
8410,37,services,single,secondary,no,1045,no,no,cellular,4,jun,106,1,79,3,success
8411,33,management,single,tertiary,no,506,no,no,cellular,4,jun,176,1,91,2,success
8412,27,management,married,secondary,no,2071,no,no,cellular,4,jun,449,1,-1,0,unknown
8413,27,services,single,secondary,no,339,no,no,cellular,4,jun,182,1,-1,0,unknown
8414,33,technician,single,tertiary,no,154,no,no,cellular,4,jun,111,2,78,2,failure
8415,29,management,single,tertiary,no,572,no,no,cellular,4,jun,224,1,-1,0,unknown
8416,36,management,single,tertiary,no,1027,yes,no,cellular,4,jun,151,1,-1,0,unknown
8417,29,student,single,secondary,no,1779,no,no,cellular,4,jun,400,1,-1,0,unknown
8418,34,admin.,married,secondary,no,613,yes,no,cellular,4,jun,80,1,-1,0,unknown
8419,26,student,single,secondary,no,132,no,no,cellular,4,jun,217,1,-1,0,unknown
8420,39,admin.,single,tertiary,no,22086,no,no,cellular,4,jun,160,1,-1,0,unknown
8421,48,management,married,tertiary,no,-10,no,no,cellular,4,jun,144,1,-1,0,unknown
8422,41,services,married,secondary,no,0,yes,yes,cellular,4,jun,352,2,122,2,failure
8423,29,management,married,tertiary,no,205,no,no,cellular,4,jun,787,1,-1,0,unknown
8424,33,technician,single,tertiary,no,317,yes,no,cellular,4,jun,323,1,80,14,other
8425,40,services,married,secondary,no,17,no,no,cellular,4,jun,78,1,-1,0,unknown
8426,32,management,married,tertiary,no,4945,no,no,cellular,4,jun,160,1,119,2,other
8427,26,technician,married,secondary,no,523,no,no,cellular,4,jun,221,1,126,1,failure
8428,43,management,married,tertiary,no,2987,no,no,cellular,4,jun,156,1,85,3,failure
8429,30,management,married,tertiary,no,419,yes,no,cellular,4,jun,194,1,-1,0,unknown
8430,30,management,single,tertiary,no,4,yes,no,cellular,4,jun,105,1,-1,0,unknown
8431,38,technician,single,secondary,no,1130,no,no,cellular,4,jun,96,2,98,1,success
8432,55,admin.,married,secondary,no,1662,no,no,cellular,4,jun,94,2,-1,0,unknown
8433,25,admin.,single,secondary,no,1871,no,no,cellular,4,jun,136,1,-1,0,unknown
8434,38,entrepreneur,divorced,secondary,no,1190,yes,no,cellular,4,jun,81,2,391,3,failure
8435,41,management,divorced,tertiary,no,3426,no,no,cellular,4,jun,102,2,297,3,failure
8436,31,services,married,secondary,no,447,no,no,cellular,4,jun,327,3,77,3,success
8437,35,blue-collar,married,secondary,no,563,no,yes,cellular,4,jun,147,1,119,3,failure
8438,31,unemployed,married,secondary,no,6,no,no,cellular,4,jun,121,4,-1,0,unknown
8439,25,services,single,secondary,no,594,no,no,cellular,4,jun,89,2,-1,0,unknown
8440,44,technician,married,secondary,no,1319,no,no,cellular,4,jun,77,2,-1,0,unknown
8441,37,technician,married,tertiary,no,549,no,no,cellular,4,jun,217,2,94,1,success
8442,22,student,single,secondary,no,64,no,no,cellular,4,jun,112,1,-1,0,unknown
8443,34,technician,married,tertiary,no,932,yes,no,cellular,4,jun,218,1,-1,0,unknown
8444,38,management,married,tertiary,no,1988,yes,no,cellular,4,jun,422,1,79,4,other
8445,31,management,single,tertiary,no,617,no,no,cellular,4,jun,1161,1,97,2,success
8446,24,student,single,secondary,no,1957,no,no,cellular,4,jun,113,1,-1,0,unknown
8447,24,unemployed,single,secondary,no,572,no,no,cellular,4,jun,442,3,-1,0,unknown
8448,38,services,single,tertiary,no,5265,no,no,cellular,4,jun,352,1,-1,0,unknown
8449,34,services,married,secondary,no,2918,no,yes,cellular,4,jun,246,1,196,2,success
8450,50,entrepreneur,married,secondary,no,78,no,no,telephone,4,jun,143,1,-1,0,unknown
8451,58,unknown,married,primary,no,7369,no,no,telephone,4,jun,247,2,-1,0,unknown
8452,32,management,single,tertiary,no,252,no,no,cellular,4,jun,216,2,-1,0,unknown
8453,27,student,single,secondary,no,538,no,no,cellular,4,jun,124,2,-1,0,unknown
8454,30,management,single,tertiary,no,3384,no,no,cellular,4,jun,578,2,-1,0,unknown
8455,34,admin.,single,secondary,no,303,no,no,cellular,4,jun,282,3,126,3,failure
8456,30,admin.,married,secondary,no,779,yes,no,cellular,4,jun,156,2,17,3,other
8457,44,management,married,tertiary,no,170,no,no,cellular,4,jun,94,1,-1,0,unknown
8458,29,admin.,single,tertiary,no,261,no,no,cellular,4,jun,66,1,79,19,failure
8459,27,admin.,single,secondary,no,827,yes,no,cellular,4,jun,73,1,107,1,failure
8460,40,admin.,single,secondary,no,985,yes,no,cellular,4,jun,592,3,50,8,failure
8461,60,unknown,married,unknown,no,5003,no,no,telephone,4,jun,125,5,-1,0,unknown
8462,50,management,single,secondary,no,431,no,no,telephone,4,jun,180,2,-1,0,unknown
8463,28,unemployed,single,secondary,no,538,no,no,cellular,4,jun,114,3,-1,0,unknown
8464,57,technician,divorced,tertiary,no,126,no,no,telephone,4,jun,166,2,-1,0,unknown
8465,41,technician,single,secondary,no,631,no,no,telephone,4,jun,111,3,-1,0,unknown
8466,31,management,single,tertiary,no,623,no,no,cellular,4,jun,117,1,-1,0,unknown
8467,27,management,single,tertiary,no,587,no,no,cellular,4,jun,101,3,-1,0,unknown
8468,29,admin.,single,secondary,no,488,yes,no,cellular,4,jun,105,1,-1,0,unknown
8469,60,retired,married,primary,no,55,no,no,cellular,4,jun,207,1,-1,0,unknown
8470,24,student,single,unknown,no,1693,no,no,cellular,4,jun,1094,1,-1,0,unknown
8471,46,admin.,married,secondary,no,974,no,no,cellular,5,jun,174,2,80,1,success
8472,54,management,single,tertiary,no,0,no,no,telephone,5,jun,133,4,-1,0,unknown
8473,20,admin.,single,secondary,no,336,no,yes,cellular,5,jun,133,1,-1,0,unknown
8474,27,admin.,married,secondary,no,897,no,no,cellular,5,jun,397,1,-1,0,unknown
8475,23,admin.,single,tertiary,no,230,no,no,cellular,5,jun,264,1,-1,0,unknown
8476,28,management,single,secondary,no,171,no,no,cellular,5,jun,324,1,87,1,success
8477,22,admin.,single,tertiary,no,377,no,no,cellular,5,jun,155,1,-1,0,unknown
8478,25,management,single,tertiary,no,295,no,no,cellular,5,jun,169,1,-1,0,unknown
8479,28,management,single,secondary,no,1633,no,no,cellular,5,jun,275,1,-1,0,unknown
8480,35,admin.,divorced,secondary,no,1085,no,no,cellular,5,jun,199,1,86,7,success
8481,58,retired,married,primary,no,1980,no,no,cellular,5,jun,255,1,-1,0,unknown
8482,57,management,married,tertiary,no,1227,no,no,cellular,5,jun,232,1,-1,0,unknown
8483,44,technician,married,tertiary,no,1933,no,no,cellular,5,jun,462,1,-1,0,unknown
8484,25,services,single,secondary,no,801,no,no,cellular,5,jun,255,2,-1,0,unknown
8485,31,blue-collar,married,primary,no,1644,no,no,cellular,5,jun,247,3,-1,0,unknown
8486,33,management,single,tertiary,no,0,no,no,telephone,5,jun,109,1,-1,0,unknown
8487,26,services,single,secondary,no,2158,yes,yes,telephone,5,jun,227,1,-1,0,unknown
8488,40,technician,married,secondary,no,1819,no,no,cellular,5,jun,398,2,-1,0,unknown
8489,34,services,single,tertiary,no,88,no,no,cellular,5,jun,206,1,99,1,failure
8490,57,retired,married,secondary,no,1841,no,no,telephone,5,jun,302,1,-1,0,unknown
8491,25,self-employed,single,tertiary,no,42,yes,no,cellular,5,jun,149,1,94,1,success
8492,21,student,single,secondary,no,794,no,no,cellular,5,jun,191,1,-1,0,unknown
8493,36,management,single,tertiary,no,2163,no,no,cellular,5,jun,317,1,-1,0,unknown
8494,49,technician,married,secondary,no,905,no,no,cellular,5,jun,1543,1,-1,0,unknown
8495,54,management,married,tertiary,no,8295,no,no,cellular,5,jun,207,1,-1,0,unknown
8496,59,retired,married,primary,no,0,no,no,cellular,5,jun,493,2,-1,0,unknown
8497,28,admin.,married,tertiary,no,153,yes,no,cellular,5,jun,77,1,-1,0,unknown
8498,28,management,single,tertiary,no,874,yes,no,cellular,5,jun,509,1,-1,0,unknown
8499,24,management,single,tertiary,no,1004,yes,no,cellular,5,jun,133,1,67,2,failure
8500,34,blue-collar,single,secondary,no,215,no,no,cellular,5,jun,329,1,94,3,success
8501,37,blue-collar,married,secondary,no,4321,no,no,cellular,5,jun,657,1,-1,0,unknown
8502,55,housemaid,married,unknown,no,366,no,no,cellular,5,jun,365,3,57,2,other
8503,53,admin.,married,secondary,no,1796,no,no,telephone,5,jun,145,1,-1,0,unknown
8504,30,technician,single,tertiary,no,0,yes,no,cellular,5,jun,159,2,-1,0,unknown
8505,35,management,single,tertiary,no,471,no,no,cellular,5,jun,276,2,-1,0,unknown
8506,30,management,single,tertiary,no,2419,no,yes,cellular,5,jun,213,2,-1,0,unknown
8507,25,management,single,tertiary,no,289,no,no,cellular,5,jun,604,1,-1,0,unknown
8508,59,housemaid,married,secondary,no,0,no,no,telephone,5,jun,153,1,-1,0,unknown
8509,35,housemaid,single,primary,no,745,no,no,telephone,5,jun,522,3,-1,0,unknown
8510,38,management,married,tertiary,no,1187,yes,yes,cellular,5,jun,76,2,123,1,failure
8511,31,admin.,single,tertiary,no,516,no,no,cellular,5,jun,227,1,-1,0,unknown
8512,23,student,single,secondary,no,9216,no,no,cellular,5,jun,471,2,-1,0,unknown
8513,42,unemployed,single,primary,no,8037,no,no,cellular,5,jun,92,2,-1,0,unknown
8514,21,services,single,secondary,no,361,no,no,telephone,5,jun,329,1,95,1,other
8515,31,management,single,tertiary,no,924,no,no,cellular,5,jun,207,2,98,1,success
8516,34,technician,married,secondary,no,657,no,no,cellular,5,jun,263,2,-1,0,unknown
8517,35,management,married,tertiary,no,697,no,no,cellular,5,jun,57,2,304,1,failure
8518,41,unemployed,single,primary,no,216,no,no,cellular,5,jun,577,3,-1,0,unknown
8519,29,technician,single,secondary,no,5763,no,yes,cellular,5,jun,271,2,92,2,success
8520,26,student,single,secondary,no,611,no,no,cellular,5,jun,455,3,-1,0,unknown
8521,55,management,divorced,tertiary,no,9756,yes,no,cellular,5,jun,103,2,95,1,other
8522,30,unemployed,single,tertiary,no,1159,no,no,telephone,5,jun,366,1,-1,0,unknown
8523,28,self-employed,single,tertiary,no,3290,no,no,cellular,5,jun,201,2,-1,0,unknown
8524,31,blue-collar,married,secondary,no,1766,no,yes,cellular,5,jun,166,2,-1,0,unknown
8525,31,admin.,married,secondary,no,389,yes,no,cellular,5,jun,89,2,-1,0,unknown
8526,48,housemaid,married,secondary,no,3570,no,no,cellular,5,jun,58,2,-1,0,unknown
8527,31,unemployed,single,secondary,no,582,yes,no,cellular,5,jun,548,2,-1,0,unknown
8528,25,technician,single,tertiary,no,1693,no,no,cellular,5,jun,96,2,-1,0,unknown
8529,53,management,divorced,tertiary,no,380,no,yes,cellular,5,jun,438,2,-1,0,unknown
8530,39,management,married,tertiary,no,1241,yes,no,cellular,5,jun,138,2,-1,0,unknown
8531,38,blue-collar,married,secondary,no,1391,yes,no,telephone,5,jun,614,2,-1,0,unknown
8532,51,technician,married,tertiary,no,1315,no,no,telephone,5,jun,303,2,-1,0,unknown
8533,33,admin.,single,secondary,no,4713,no,no,cellular,5,jun,110,2,-1,0,unknown
8534,57,management,married,tertiary,no,256,no,no,cellular,5,jun,304,2,91,1,success
8535,22,blue-collar,single,secondary,no,682,no,no,cellular,5,jun,126,2,91,1,success
8536,36,services,married,primary,no,92,yes,no,cellular,5,jun,244,7,-1,0,unknown
8537,33,technician,single,secondary,no,66,no,no,cellular,5,jun,157,2,-1,0,unknown
8538,54,retired,single,primary,no,466,no,no,cellular,5,jun,151,2,-1,0,unknown
8539,54,self-employed,married,tertiary,no,1510,no,no,telephone,5,jun,800,2,-1,0,unknown
8540,50,management,married,secondary,no,309,no,no,telephone,5,jun,113,1,-1,0,unknown
8541,36,management,married,tertiary,no,361,no,no,cellular,5,jun,200,2,-1,0,unknown
8542,36,blue-collar,divorced,secondary,no,64,no,no,cellular,8,jun,143,2,-1,0,unknown
8543,28,admin.,single,secondary,no,1448,no,no,cellular,8,jun,130,5,-1,0,unknown
8544,56,retired,married,unknown,no,230,no,no,cellular,8,jun,58,2,-1,0,unknown
8545,50,technician,single,secondary,no,1811,no,no,cellular,8,jun,97,4,-1,0,unknown
8546,35,admin.,married,tertiary,no,948,yes,no,cellular,8,jun,86,1,-1,0,unknown
8547,37,self-employed,single,tertiary,no,1758,no,no,cellular,8,jun,98,2,-1,0,unknown
8548,37,unknown,single,tertiary,no,0,no,no,cellular,8,jun,257,2,97,1,success
8549,50,housemaid,married,secondary,no,388,no,no,cellular,8,jun,152,2,89,2,success
8550,52,unemployed,married,primary,no,426,no,no,cellular,8,jun,252,5,-1,0,unknown
8551,46,technician,married,secondary,no,3434,no,yes,cellular,8,jun,148,2,101,1,success
8552,31,technician,single,tertiary,no,252,no,no,cellular,8,jun,107,3,-1,0,unknown
8553,38,management,married,tertiary,no,1354,yes,no,cellular,8,jun,127,3,130,2,failure
8554,53,management,married,tertiary,no,1061,no,no,cellular,8,jun,139,2,-1,0,unknown
8555,49,admin.,married,tertiary,no,6574,no,no,cellular,8,jun,138,3,-1,0,unknown
8556,51,self-employed,married,unknown,no,2094,no,no,cellular,8,jun,458,6,-1,0,unknown
8557,34,technician,married,secondary,no,294,yes,no,cellular,8,jun,301,3,-1,0,unknown
8558,33,self-employed,single,tertiary,no,1129,yes,no,cellular,8,jun,84,2,-1,0,unknown
8559,35,blue-collar,married,primary,no,1177,no,no,cellular,8,jun,243,4,-1,0,unknown
8560,35,management,married,tertiary,no,925,no,no,cellular,8,jun,200,4,-1,0,unknown
8561,25,management,single,tertiary,no,6246,no,no,cellular,9,jun,98,3,-1,0,unknown
8562,28,technician,single,secondary,no,1363,no,no,cellular,9,jun,431,3,102,1,success
8563,31,management,married,tertiary,no,242,yes,no,cellular,9,jun,106,4,-1,0,unknown
8564,32,admin.,single,tertiary,no,8866,no,no,cellular,9,jun,234,2,83,2,success
8565,31,technician,single,secondary,no,816,no,no,cellular,9,jun,100,2,-1,0,unknown
8566,31,services,single,secondary,no,365,no,no,cellular,9,jun,337,3,-1,0,unknown
8567,53,unemployed,single,primary,no,183,no,no,cellular,9,jun,835,2,-1,0,unknown
8568,43,entrepreneur,divorced,secondary,no,3780,yes,no,cellular,9,jun,67,2,202,3,failure
8569,50,unemployed,married,secondary,no,3357,no,no,cellular,9,jun,239,4,-1,0,unknown
8570,36,entrepreneur,divorced,tertiary,no,3407,no,no,cellular,9,jun,993,4,85,4,success
8571,31,management,single,tertiary,no,5205,no,no,cellular,9,jun,529,2,-1,0,unknown
8572,41,management,married,tertiary,no,254,no,no,cellular,9,jun,183,2,294,2,failure
8573,50,management,divorced,tertiary,no,151,no,no,cellular,9,jun,103,4,-1,0,unknown
8574,25,technician,single,tertiary,no,3630,no,no,telephone,9,jun,221,7,-1,0,unknown
8575,37,services,married,secondary,no,3,yes,no,cellular,12,jun,105,4,318,6,failure
